name	Fold change	p-value	G2-1	G2-2	G2-3	G2-4	G2-5	G2-6	G2-7	G2-8	G2-9	G2-10	G3-1	G3-2	G3-3	G3-4	G3-5	G3-6	G3-7	G3-8	G3-9	G3-10
M191T510	1.504316021	0.01010369	6334.151792	8111.741225	9863.976617	10773.31734	9297.991457	12632.06376	6079.683306	6846.691461	4863.000137	8946.299134	8644.037717	5133.844127	8979.414138	4666.809119	3291.175208	4681.450859	3493.801056	5114.195863	4898.290594	6769.403251
M400T169_2	0.519961286	0.247779447	132575.0371	234012.11	1007505.271	208073.8864	1434824.395	312411.1535	922048.7313	2485519.878	197705.2226	239087.3295	2384481.6	764473.6638	2124382.862	5332996.319	1077611.632	653263.8561	413737.0916	171860.0286	291311.8193	582606.4003
M116T504	1.179813431	0.247390129	87909.43685	675245.5477	582731.4154	680679.3	749253.5656	530174.8726	607168.3881	569083.3888	494027.1067	832466.8946	390847.9212	500975.5433	595882.8945	409416.633	405520.9169	571415.4019	523029.3585	735287.7602	330109.1247	460953.8315
M106T372	1.791978709	0.006307645	1702.50562	37426.28185	24253.61715	32567.12765	37018.83002	31305.2031	25575.27965	21313.04373	22392.72765	38138.64045	13804.25155	15485.01436	16483.40778	15470.71645	9015.946922	23846.33828	18744.09089	20497.26567	4545.734149	13723.57601
M243T54	1.155553672	0.570907848	135902.5584	562139.9211	358100.1149	155985.0486	283850.9542	130932.8221	321580.766	281013.9477	89730.4579	122903.4424	194017.9054	259974.7444	399131.7032	267177.7204	196710.9655	287121.618	238823.4143	69661.94811	47761.86455	153011.975
M261T452	0.956850562	0.748284392	43100.56312	46892.06308	28269.25139	24677.86357	32711.86264	30753.03363	30099.59889	23698.79482	22679.91386	26548.87153	28749.50578	32891.22043	37565.61471	35504.38774	29174.32918	20569.68228	47480.68081	47679.04114	12516.18279	31255.08423
M262T450	0.791810492	0.29117967	22834.01945	281527.3733	150865.8197	136034.0312	227477.6438	189036.6181	155659.0005	138876.6928	130085.307	71530.45947	140800.5347	166898.4565	294772.2128	149592.9991	140895.5549	210409.1304	316845.2359	280869.0196	22175.83979	176093.1721
M300T288	1.850351788	0.024684995	5257.382594	2349.173549	2148.960497	3142.912246	1004.095631	1204.627071	2113.876213	837.6931218	1824.396045	2218.250656	1519.926998	1157.443091	931.3893391	1163.020569	1078.039373	1353.558792	1620.681672	1485.474753	833.1577022	801.721615
M289T409	1.82556454	0.002708841	5987.593106	9392.218847	5769.148034	8405.732492	9231.961816	7209.254587	5981.764882	3664.075408	6489.393704	7883.358707	1020.197954	3831.472406	4109.659302	2660.946477	6241.656888	4401.727792	5601.551872	7684.012099	2111.658076	689.3638119
M332T449_2	1.013005941	0.946307794	19370.15743	100520.0809	37189.44354	34534.19848	58916.12458	55656.59868	45443.96561	26097.00361	43903.75737	49777.60848	42193.46618	44548.15359	56580.70959	47483.19037	34984.68896	35740.92764	70979.90267	73833.99816	19034.51622	39976.98564
M846T507	0.734809232	0.473212798	621.4480131	6210.619519	2144.632529	4914.694766	4086.423739	3483.138013	4816.145149	2613.484839	11736.20541	5714.112062	3689.817349	4099.843553	9840.513038	3427.292729	3304.529886	6397.938048	23625.90797	3479.093022	383.0585623	4817.223387
M487T449	0.517150477	0.12910512	4990.989247	75785.47247	34502.54354	43110.27965	36604.73638	38722.84124	56195.86149	59154.21844	61841.21593	49364.21848	62647.62583	46988.57315	200833.8744	56295.20719	28444.31358	86555.52561	275635.7401	46961.64289	13399.03004	72254.81131
M288T321	6.807268851	0.376716361	330677.4058	3989.118716	1579.176615	1706.404896	2257.657011	1322.924786	2071.538564	1501.01595	2351.826157	2315.202422	1367.627679	1489.940847	18619.7892	1382.418182	996.3724487	2147.304586	4416.778247	1553.537701	3325.333606	16083.07126
M151T53	1.429572887	0.566721522	1601.693935	17557.78999	6087.265992	3730.142977	6657.741782	3211.075991	4282.254749	3222.152376	48111.48518	3781.013019	6112.227291	3858.218921	3971.463531	2223.707586	2477.026361	4011.80312	5130.047805	26447.27983	11721.30158	2768.579864
M260T508	0.935687	0.878658506	3022.14436	5209.92207	1208.270214	4545.30217	3069.523981	2564.631656	2179.102509	2255.669372	2820.344414	2554.023937	1479.93448	1271.261012	2976.593638	1551.076851	2625.08062	906.416271	3738.439058	14064.16326	2364.290496	474.431355
M313T217	1.015519909	0.937640521	4309.96006	5019.853422	3467.804991	2272.985981	3890.592921	5861.849968	3399.740886	3017.849111	8089.428014	3527.121985	3041.487384	3901.576346	7486.121472	3608.806861	5666.007953	7105.811236	4352.659784	2004.290306	1437.954717	3597.496775
M210T327	0.967521746	0.899156312	9764.243611	4197.902774	2229.189553	2919.568657	3898.189651	3593.614019	2335.242774	1303.629732	926.7099478	2120.372267	2901.587254	2555.599297	3994.398011	3620.100127	1888.713981	2292.682873	5637.550511	3424.368065	4777.99095	3313.122393
M282T276	1.319631891	0.202146273	5545.500048	190795.6233	155753.7484	100793.1422	146554.8836	95095.93512	108993.0405	119486.9925	70536.82434	174300.813	88452.8673	80427.91555	117185.781	104322.5686	45147.91839	166281.8229	87993.1741	99722.98909	15489.61748	79961.91753
M161T522	2.077114326	0.12946311	5580.693303	78996.58194	40906.20912	395783.9416	69608.72281	59166.70571	257884.719	64584.88546	228124.5983	93635.65924	61770.14101	36151.49807	45578.61287	27103.32749	55414.22332	165786.9695	28069.34134	146475.9783	20192.21817	36568.65712
M189T513	1.038498403	0.801137852	12725.6755	165579.1539	117347.2769	136678.8833	125168.6434	99335.70731	128818.8017	121590.0982	103276.4199	150306.3213	120712.8887	159532.1658	111624.5534	86373.59848	151482.3196	99645.35844	131600.1755	125365.6294	49779.49075	81677.52893
M225T256	2.879589988	0.001702474	28136.09828	18557.85338	9783.258878	7624.304295	16717.54578	14171.27036	13073.04635	5504.409472	7460.77058	8247.733503	4720.923365	5916.040038	3075.717605	2419.521945	6397.014116	5029.607416	9369.296959	3915.772982	2184.226289	1865.87163
M217T365	1.327687235	0.121613058	3921.603639	39549.80756	20440.65771	21379.13199	25489.60029	22311.3419	20797.94229	15722.00717	24759.81484	26518.11158	22552.584	17003.16544	17430.25729	14122.05946	10910.64188	15570.8998	24034.76921	24590.48116	7369.785414	12787.38522
M810T172	0.665578534	0.279004476	1376.177416	48502.13391	11981.27638	13044.02435	14917.27231	18280.82065	21196.64719	12546.16445	4141.774396	9308.043604	15158.41504	13642.42166	15125.18633	12208.81807	18916.23871	8739.918761	16906.18714	60818.89934	52141.49505	19664.75046
M219T502	1.292637221	0.08022593	7292.100136	5061.034617	6294.912865	9870.525333	7497.574787	4732.610153	7845.937964	4272.719615	5692.697531	2828.018048	3501.085578	4733.608365	5144.932493	4293.932621	4326.521669	5744.964486	4870.074132	7067.248832	2710.550131	5097.692393
M664T437	7.589498746	0.331675847	214938.1192	3392.056972	2148.262641	4708.301303	2866.700009	1983.396161	3250.658338	2295.651827	2830.435573	5114.640711	2505.994692	2180.518428	1649.440032	2448.152881	1839.379704	5783.666292	3882.12227	9274.99033	695.9763689	1827.282948
M163T231	1.317254469	0.099514789	8780.863864	23791.58021	15898.17607	8940.492958	16825.86118	29227.56221	13005.85589	18451.76841	11284.75204	13675.25032	8162.540505	14673.20841	14443.74542	14264.00314	9154.884934	14210.58283	14446.38382	12252.91859	9280.309254	10486.72827
M106T60	1.344659502	0.039903509	46225.61146	112817.5327	79514.34137	108412.3153	83610.63645	53975.96513	87805.50475	77477.1712	104499.8155	95010.29103	63982.39192	77476.02142	44223.05343	61287.43267	66096.74558	101847.8041	69910.33521	72252.79991	17415.61499	57154.08995
M148T85	1.69801515	0.064447569	36607.25743	18038.29414	13216.12144	7452.362314	18490.64856	4672.764607	20174.72908	12030.51612	10039.73	10539.24285	13843.93709	11486.23926	7304.136943	16286.47183	7457.604284	7869.563378	7906.975952	6040.949115	1121.48477	9764.096138
M133T493	1.003439076	0.985380767	3439.087033	15717.3787	27790.46419	11143.89518	24065.64265	8949.257899	8032.469991	13663.34712	12744.48504	13924.50254	17668.96904	16389.72589	14187.04217	10192.79408	19072.30015	17561.55534	10707.90499	8467.715908	12262.75246	12481.7644
M146T105	0.88696997	0.558105834	3110.574133	11928.55933	17734.95328	9663.584038	14898.43975	8777.948377	14448.96641	10334.96548	18428.34029	13422.36426	15373.86708	15796.73454	12448.18071	29939.48948	8424.938021	11570.25761	19867.08161	7706.081369	7965.661249	9298.746961
M757T125	0.94017535	0.838788984	79442.40137	1396818.154	425429.2974	157703.5854	512297.3253	483842.3747	711131.4072	1239523.859	62207.90676	217009.6257	459117.3715	334052.4924	897328.3633	747953.7755	329267.917	387332.0192	555998.5893	654770.5665	384586.1535	871316.3324
M212T268	1.292453255	0.232903524	2522.712052	12047.5701	6081.38963	4675.202659	6678.591833	5302.145962	4597.255043	9336.886776	10393.3864	6334.578006	3026.881241	5704.477973	3617.832902	9110.383287	4797.408961	9645.799813	5968.281374	6121.640633	1517.00633	3079.979386
M335T37	0.769471	0.238384692	20978.56642	32984.50275	22130.38057	25471.3418	20263.794	31461.95546	10481.37312	14119.56527	8903.460022	24044.04147	14263.80093	23473.95066	39962.2845	12550.6752	11957.92142	25273.9281	53271.79602	27302.58237	44918.77308	21029.3909
M237T208	2.307367959	0.002576947	13532.53364	17095.03528	6756.178667	5536.28201	14144.29748	6364.606504	9620.825307	4086.417343	8900.882662	6829.421881	4208.815694	5817.128988	2120.163203	1975.6741	7247.399559	5407.426537	5952.527567	4159.548675	1054.093769	2305.020454
M322T309	3.276412963	0.040989973	23796.03219	9079.281491	4441.602298	3502.713765	7970.440848	3551.107346	4636.88426	1947.082224	3282.258109	3318.140601	1586.485054	2626.068515	1154.177368	1005.625658	2745.45593	1401.071136	4113.347699	3081.700056	1342.124026	943.1155653
M294T262	2.754774345	0.003890516	8894.975872	7054.974404	4335.036315	3867.14261	5293.209075	4481.355942	2394.742819	2028.745817	11383.58529	12655.34193	1638.675238	2451.579619	3203.688626	1166.158029	3590.822994	2678.79859	2950.208565	2903.297732	679.7767541	1384.62384
M223T232	2.191066367	0.026698184	8702.645156	91723.1165	38352.67658	53805.94099	74081.01937	40677.83729	46588.18128	22360.84896	17170.75629	13809.89892	19551.39186	30209.68727	11260.6924	7610.402615	28511.46223	19052.32997	34890.9143	20111.83273	1047.173152	13632.97474
M95T296	2.047434115	0.010436244	1808.300241	1904.397864	2177.156365	6717.071366	2804.774582	3492.430976	2077.079613	1575.822848	4498.590884	5222.052992	1705.943883	1692.471807	1107.561926	1060.089445	1286.31938	1515.40047	2322.674514	2809.497699	1044.855501	1220.12623
